scenario,r,eta,insu,v,proba,Keq,Kopt,K1,Weq,Wopt,W1,Weq_rel,Wopt_rel,W1_rel
1342,0.08,1.5,0.5,0.125,0.045,160.8637209,156.060379,144.0595912,32.13923018,32.13485765,29.79709749,1.091356381,1.130112071,1.047898202
1343,0.08,1.5,0.5,0.125,0.05,159.2010479,154.0963361,144.0595912,32.03921147,32.0341786,29.75316232,1.087960031,1.126571411,1.046353099
1344,0.08,1.5,0.5,0.125,0.06,155.962019,150.3451538,144.0595912,31.84224634,31.83592169,29.66529196,1.081271659,1.119599153,1.043262892
1345,0.08,1.5,0.5,0.125,0.07,152.8334503,146.8079643,144.0595912,31.6492604,31.64171194,29.57742161,1.074718408,1.112769224,1.040172686
1346,0.08,1.5,0.5,0.125,0.08,149.8100893,143.4623873,144.0595912,31.46011888,31.45143712,29.48955125,1.068295702,1.106077678,1.037082479
1347,0.08,1.5,0.5,0.125,0.09,146.8870182,140.2895662,144.0595912,31.27469339,31.26498108,29.4016809,1.061999183,1.09952043,1.033992272
1348,0.08,1.5,0.5,0.125,0.1,144.0595912,137.273428,144.0595912,31.0928615,31.08222671,29.31381054,1.055824691,1.093093362,1.030902066
1349,0.08,1.5,0.5,0.125,0.11,141.3234601,134.4001618,144.0595912,30.91450638,30.90305797,29.22594019,1.049768262,1.086792393,1.027811859
1350,0.08,1.5,0.5,0.125,0.12,138.6745071,131.6577678,144.0595912,30.73951653,30.72736103,29.13806983,1.043826106,1.080613519,1.024721653
1351,0.08,1.5,0.5,0.2,0,177.2621843,177.2621843,128.8763465,33.08894108,33.08894108,30.19251409,1.123605848,1.163665081,1.061804132
1352,0.08,1.5,0.5,0.2,0.001,176.6310267,175.9668756,128.8763465,33.05355183,33.05348158,30.17845483,1.12240413,1.162418049,1.061309699
1353,0.08,1.5,0.5,0.2,0.002,176.0036621,174.7128906,128.8763465,33.01828842,33.01802093,30.16439558,1.121206686,1.161170976,1.060815266
1354,0.08,1.5,0.5,0.2,0.003,175.3800954,173.4971085,128.8763465,32.98315011,32.98257629,30.15033632,1.120013489,1.159924466,1.060320833
1355,0.08,1.5,0.5,0.2,0.004,174.7602673,172.3167915,128.8763465,32.94813613,32.94716223,30.13627706,1.118824514,1.158679032,1.0598264
1356,0.08,1.5,0.5,0.2,0.005,174.1441574,171.1695099,128.8763465,32.91324575,32.91179114,30.12221781,1.117639737,1.157435108,1.059331966
1357,0.08,1.5,0.5,0.2,0.006,173.5317306,170.0530705,128.8763465,32.87847822,32.87647356,30.10815855,1.116459131,1.156193067,1.058837533
1358,0.08,1.5,0.5,0.2,0.007,172.9229546,168.9655571,128.8763465,32.84383282,32.8412186,30.09409929,1.115282672,1.154953228,1.0583431
1359,0.08,1.5,0.5,0.2,0.008,172.3177948,167.90522,128.8763465,32.8093088,32.80603405,30.08004004,1.114110335,1.153715865,1.057848667
1360,0.08,1.5,0.5,0.2,0.009,171.7162342,166.8704758,128.8763465,32.77490546,32.77092662,30.06598078,1.112942096,1.152481214,1.057354234
1361,0.08,1.5,0.5,0.2,0.01,171.1182327,165.8598976,128.8763465,32.74062207,32.73590212,30.05192152,1.11177793,1.151249479,1.056859801
1362,0.08,1.5,0.5,0.2,0.011,170.5237627,164.8721867,128.8763465,32.70645793,32.70096557,30.03786227,1.110617813,1.150020838,1.056365368
1363,0.08,1.5,0.5,0.2,0.012,169.9328003,163.9061337,128.8763465,32.67241233,32.66612128,30.02380301,1.109461722,1.148795441,1.055870935
1364,0.08,1.5,0.5,0.2,0.013,169.3453062,162.9606705,128.8763465,32.63848458,32.63137302,30.00974375,1.108309633,1.147573421,1.055376502
1365,0.08,1.5,0.5,0.2,0.014,168.761261,162.0347748,128.8763465,32.60467398,32.59672399,29.9956845,1.107161522,1.146354891,1.054882069
1366,0.08,1.5,0.5,0.2,0.015,168.1806259,161.127533,128.8763465,32.57097985,32.562177,29.98162524,1.106017365,1.14513995,1.054387636
1367,0.08,1.5,0.5,0.2,0.02,165.3277187,156.8432617,128.8763465,32.4042326,32.39104575,29.91132896,1.100355105,1.139121642,1.051915471
1368,0.08,1.5,0.5,0.2,0.025,162.5561213,152.919775,128.8763465,32.24029732,32.22270804,29.84103267,1.094788332,1.133201575,1.049443305
1369,0.08,1.5,0.5,0.2,0.03,159.8626022,149.2947807,128.8763465,32.07909433,32.05724206,29.77073639,1.089314339,1.127382502,1.04697114
1370,0.08,1.5,0.5,0.2,0.035,157.2440701,145.9219742,128.8763465,31.92054712,31.89465853,29.7004401,1.083930529,1.121664798,1.044498975
1371,0.08,1.5,0.5,0.2,0.04,154.6976414,142.7658176,128.8763465,31.76458216,31.73492958,29.63014382,1.078634405,1.116047483,1.04202681
1372,0.08,1.5,0.5,0.2,0.045,152.2205238,139.7983484,128.8763465,31.61112874,31.57800517,29.55984754,1.073423565,1.110528797,1.039554644
1373,0.08,1.5,0.5,0.2,0.05,149.8100891,136.9970779,128.8763465,31.46011888,31.42382259,29.48955125,1.068295702,1.105106536,1.037082479
1374,0.08,1.5,0.5,0.2,0.06,145.1793633,131.8226109,128.8763465,31.16517062,31.12340142,29.34895868,1.058280103,1.094541386,1.032138149
1375,0.08,1.5,0.5,0.2,0.07,140.7868196,127.1286011,128.8763465,30.87924267,30.83308348,29.20836612,1.048570807,1.084331544,1.027193818
1376,0.08,1.5,0.5,0.2,0.08,136.6155205,122.8329161,128.8763465,30.60187588,30.55228846,29.06777355,1.039152223,1.074456603,1.022249487
1377,0.08,1.5,0.5,0.2,0.09,132.6500397,118.873993,128.8763465,30.33264341,30.28046386,28.92718098,1.030009858,1.064897131,1.017305157
1378,0.08,1.5,0.5,0.2,0.1,128.8763465,115.2042713,128.8763465,30.07114788,30.01709392,28.78658841,1.021130218,1.055634991,1.012360826
1379,0.08,1.5,0.5,0.2,0.11,125.2815933,111.7861023,128.8763465,29.81701875,29.76170141,28.64599584,1.012500719,1.0466534,1.007416496
1380,0.08,1.5,0.5,0.2,0.12,121.8540268,108.5890656,128.8763465,29.56991007,29.51384625,28.50540328,1.004109615,1.037936881,1.002472165
1381,0.08,1.5,0.5,0.25,0,177.2621843,177.2621843,120.1995382,33.08894108,33.08894108,30.19251409,1.123605848,1.163665081,1.061804132
1382,0.08,1.5,0.5,0.25,0.001,176.4738302,174.8957672,120.1995382,33.04472421,33.04432584,30.17494002,1.122104369,1.162096061,1.06118609
1383,0.08,1.5,0.5,0.25,0.002,175.6914082,172.7235565,120.1995382,33.00070367,32.99927746,30.15736595,1.120609558,1.160511809,1.060568049
1384,0.08,1.5,0.5,0.25,0.003,174.9148788,170.7087402,120.1995382,32.95687801,32.95397983,30.13979188,1.119121364,1.158918792,1.059950008
1385,0.08,1.5,0.5,0.25,0.004,174.1441574,168.8247912,120.1995382,32.91324575,32.90855791,30.12221781,1.117639737,1.157321403,1.059331966
1386,0.08,1.5,0.5,0.25,0.005,173.3792,167.0518418,120.1995382,32.86980545,32.86309965,30.10464374,1.116164628,1.155722736,1.058713925
1387,0.08,1.5,0.5,0.25,0.006,172.6199207,165.3745575,120.1995382,32.82655568,32.8176686,30.08706967,1.11469599,1.154125026,1.058095884
1388,0.08,1.5,0.5,0.25,0.007,171.8662872,163.7808341,120.1995382,32.78349502,32.77231169,30.06949559,1.113233773,1.152529924,1.057477843
1389,0.08,1.5,0.5,0.25,0.008,171.1182327,162.2608948,120.1995382,32.74062207,32.72706403,30.05192152,1.11177793,1.150938663,1.056859801
1390,0.08,1.5,0.5,0.25,0.009,170.3756981,160.8067155,120.1995382,32.69793544,32.68195224,30.03434745,1.110328414,1.149352181,1.05624176
1391,0.08,1.5,0.5,0.25,0.01,169.6386185,159.4116268,120.1995382,32.65543377,32.63699667,30.01677338,1.108885179,1.147771193,1.055623719
1392,0.08,1.5,0.5,0.25,0.011,168.9069444,158.0700078,120.1995382,32.61311568,32.59221295,29.99919931,1.107448178,1.146196248,1.055005677
1393,0.08,1.5,0.5,0.25,0.012,168.1806219,156.7770824,120.1995382,32.57097985,32.54761315,29.98162524,1.106017365,1.144627772,1.054387636
1394,0.08,1.5,0.5,0.25,0.013,167.4595909,155.5287132,120.1995382,32.52902493,32.50320645,29.96405117,1.104592696,1.143066086,1.053769595
1395,0.08,1.5,0.5,0.25,0.014,166.7437973,154.3213348,120.1995382,32.48724962,32.45899993,29.9464771,1.103174126,1.14151144,1.053151553
1396,0.08,1.5,0.5,0.25,0.015,166.0331881,153.1518326,120.1995382,32.4456526,32.41499898,29.92890303,1.10176161,1.139964024,1.052533512
1397,0.08,1.5,0.5,0.25,0.02,162.5561213,147.7861934,120.1995382,32.24029732,32.19818191,29.84103267,1.094788332,1.132339046,1.049443305
1398,0.08,1.5,0.5,0.25,0.025,159.201046,143.0595922,120.1995382,32.03921147,31.98675833,29.75316232,1.087960031,1.124903744,1.046353099
1399,0.08,1.5,0.5,0.25,0.03,155.962019,138.8186035,120.1995382,31.84224634,31.78065108,29.66529196,1.081271659,1.117655407,1.043262892
1400,0.08,1.5,0.5,0.25,0.035,152.8334498,134.9625092,120.1995382,31.6492604,31.57967739,29.57742161,1.074718408,1.110587606,1.040172686
1401,0.08,1.5,0.5,0.25,0.04,149.8100891,131.4209898,120.1995382,31.46011888,31.38361867,29.48955125,1.068295702,1.103692653,1.037082479
1402,0.08,1.5,0.5,0.25,0.045,146.8870086,128.1426764,120.1995382,31.27469339,31.19224964,29.4016809,1.061999183,1.096962626,1.033992272
1403,0.08,1.5,0.5,0.25,0.05,144.0595926,125.0886804,120.1995382,31.0928615,31.0053506,29.31381054,1.055824691,1.090389799,1.030902066
1404,0.08,1.5,0.5,0.25,0.06,138.6745071,119.5387106,120.1995382,30.73951653,30.64413967,29.13806983,1.043826106,1.077686807,1.024721653
1405,0.08,1.5,0.5,0.25,0.07,133.6229097,114.5935631,120.1995382,30.39921115,30.29846747,28.96232912,1.032270308,1.065530279,1.01854124
1406,0.08,1.5,0.5,0.25,0.08,128.8763499,110.1332159,120.1995382,30.07114788,29.96701265,28.78658841,1.021130218,1.053873743,1.012360826
1407,0.08,1.5,0.5,0.25,0.09,124.409461,106.0720139,120.1995382,29.75459642,29.64862695,28.6108477,1.010381035,1.042676821,1.006180413
1408,0.08,1.5,0.5,0.25,0.1,120.1995382,102.3462905,120.1995382,29.4488865,29.342308,28.43510699,1,1.031904259,1
1409,0.08,1.5,0.5,0.25,0.11,116.2261845,98.9072113,120.1995382,29.15340165,29.04717544,28.25936628,0.989966179,1.021525097,0.993819587
1410,0.08,1.5,0.5,0.25,0.12,112.4710693,95.7163353,120.1995382,28.86757376,28.76245069,28.08362557,0.980260281,1.011511956,0.987639174
1411,0.08,1.5,0.5,0.5,0,177.2621843,177.2621843,88.59250736,33.08894108,33.08894108,30.19251409,1.123605848,1.163665081,1.061804132
1412,0.08,1.5,0.5,0.5,0.001,130.5986897,123.9672613,88.59250736,32.61702275,32.48181967,30.15736595,1.10758085,1.14231396,1.060568049
1413,0.08,1.5,0.5,0.5,0.002,130.4575858,120.5058975,88.59250736,32.54916766,32.34099938,30.12221781,1.105276686,1.137361621,1.059331966
1414,0.08,1.5,0.5,0.5,0.003,130.3167409,117.8114059,88.59250736,32.48144767,32.21569094,30.08706967,1.102977108,1.132954799,1.058095884
1415,0.08,1.5,0.5,0.5,0.004,130.1761543,115.5378969,88.59250736,32.41386243,32.09946414,30.05192152,1.100682107,1.128867359,1.056859801
1416,0.08,1.5,0.5,0.5,0.005,130.0358254,113.5422375,88.59250736,32.34641157,31.98959463,30.01677338,1.098391668,1.125003491,1.055623719
1417,0.08,1.5,0.5,0.5,0.006,129.8957534,111.7480851,88.59250736,32.27909472,31.88459247,29.98162524,1.096105781,1.121310797,1.054387636
1418,0.08,1.5,0.5,0.5,0.007,129.7559377,110.1088619,88.59250736,32.21191154,31.78352544,29.9464771,1.093824432,1.117756492,1.053151553
1419,0.08,1.5,0.5,0.5,0.008,129.6163777,108.5936204,88.59250736,32.14486167,31.68575845,29.91132896,1.09154761,1.114318243,1.051915471
1420,0.08,1.5,0.5,0.5,0.009,129.4770727,107.1805391,88.59250736,32.07794476,31.59083256,29.87618081,1.089275303,1.110979908,1.050679388
1421,0.08,1.5,0.5,0.5,0.01,129.338022,105.8535388,88.59250736,32.01116044,31.49840133,29.84103267,1.087007498,1.107729306,1.049443305
1422,0.08,1.5,0.5,0.5,0.011,129.1992249,104.6003733,88.59250736,31.94450837,31.40819473,29.80588453,1.084744184,1.104556939,1.048207223
1423,0.08,1.5,0.5,0.5,0.012,129.0606809,103.4114366,88.59250736,31.87798819,31.31999586,29.77073639,1.082485349,1.101455179,1.04697114
1424,0.08,1.5,0.5,0.5,0.013,128.9223893,102.2790527,88.59250736,31.81159956,31.23362759,29.73558825,1.080230981,1.098417797,1.045735057
1425,0.08,1.5,0.5,0.5,0.014,128.7843494,101.1969604,88.59250736,31.74534212,31.14894219,29.7004401,1.077981068,1.095439599,1.044498975
1426,0.08,1.5,0.5,0.5,0.015,128.6465605,100.1599731,88.59250736,31.67921553,31.06581465,29.66529196,1.075735598,1.092516187,1.043262892
1427,0.08,1.5,0.5,0.5,0.02,127.96136,95.5197258,88.59250736,31.35053319,30.67024255,29.48955125,1.064574486,1.078604788,1.037082479
1428,0.08,1.5,0.5,0.5,0.025,127.2823406,91.55836296,88.59250736,31.02507051,30.30206595,29.31381054,1.053522703,1.065656829,1.030902066
1429,0.08,1.5,0.5,0.5,0.03,126.6094239,88.0814514,88.59250736,30.70278529,29.95577741,29.13806983,1.042578819,1.053478625,1.024721653
1430,0.08,1.5,0.5,0.5,0.035,125.9425328,84.97260523,88.59250736,30.38363604,29.62778071,28.96232912,1.031741422,1.041943704,1.01854124
1431,0.08,1.5,0.5,0.5,0.04,125.2815914,82.15559673,88.59250736,30.06758193,29.31552762,28.78658841,1.021009128,1.030962452,1.012360826
1432,0.08,1.5,0.5,0.5,0.045,124.4094658,79.57725143,88.59250736,29.75459642,29.01710796,28.6108477,1.010381035,1.020467691,1.006180413
1433,0.08,1.5,0.5,0.5,0.05,120.1995382,77.19871902,88.59250736,29.4488865,28.73103052,28.43510699,1,1.010406978,1
1434,0.08,1.5,0.5,0.5,0.06,112.4710692,72.92989349,88.59250736,28.86757376,28.19130951,28.08362557,0.980260281,0.99142618,0.987639174
1435,0.08,1.5,0.5,0.5,0.07,105.5509186,69.18123245,88.59250736,28.32283004,27.68898339,27.73214415,0.961762342,0.973760479,0.975278347
1436,0.08,1.5,0.5,0.5,0.08,99.32467604,65.84274292,88.59250736,27.81090916,27.21869838,27.38066273,0.944378972,0.957221592,0.962917521
1437,0.08,1.5,0.5,0.5,0.09,93.69800472,62.83768129,88.59250736,27.32858487,26.77637062,27.02918131,0.928000618,0.9416659,0.950556695
1438,0.08,1.5,0.5,0.5,0.1,88.59250736,60.10991383,88.59250736,26.87306119,26.35876825,26.67769989,0.912532336,0.926979746,0.938195868
1439,0.08,1.5,0.5,0.5,0.11,83.94254303,57.6169129,88.59250736,26.44190113,25.96326415,26.32621847,0.897891373,0.913070739,0.925835042
1440,0.08,1.5,0.5,0.5,0.12,79.69276524,55.32552814,88.59250736,26.03296925,25.5876769,25.97473705,0.884005215,0.899862164,0.913474216
1441,0.12,0.5,0,0.125,0,99.32467604,99.32467604,86.2142601,27.81090916,27.81090916,27.38066273,1.084483367,1.086798411,1.068586409
1442,0.12,0.5,0,0.125,0.001,99.17705917,99.12658298,86.2142601,27.79850281,27.79850173,27.3718757,1.083999583,1.086313551,1.068243477
1443,0.12,0.5,0,0.125,0.002,99.02981377,98.92961073,86.2142601,27.78611488,27.78611062,27.36308866,1.083516517,1.08582933,1.067900545
1444,0.12,0.5,0,0.125,0.003,98.88293791,98.73374367,86.2142601,27.77374534,27.77373585,27.35430163,1.083034168,1.085345747,1.067557613
1445,0.12,0.5,0,0.125,0.004,98.73643506,98.53896999,86.2142601,27.76139413,27.76137746,27.34551459,1.082552534,1.084862804,1.067214681
1446,0.12,0.5,0,0.125,0.005,98.59029865,98.34527493,86.2142601,27.74906122,27.74903547,27.33672756,1.082071613,1.084380502,1.066871749
1447,0.12,0.5,0,0.125,0.006,98.44453335,98.1526413,86.2142601,27.73674654,27.73670991,27.32794052,1.081591404,1.083898842,1.066528817
1448,0.12,0.5,0,0.125,0.007,98.29912573,97.96106815,86.2142601,27.72445007,27.72440079,27.31915348,1.081111904,1.083417825,1.066185885
1449,0.12,0.5,0,0.125,0.008,98.15409136,97.77053833,86.2142601,27.71217175,27.71210813,27.31036645,1.080633112,1.082937451,1.065842953
1450,0.12,0.5,0,0.125,0.009,98.00941563,97.58102989,86.2142601,27.69991153,27.69983196,27.30157941,1.080155026,1.082457721,1.065500021
1451,0.12,0.5,0,0.125,0.01,97.86510563,97.39254665,86.2142601,27.68766938,27.68757228,27.29279238,1.079677645,1.081978636,1.065157089
1452,0.12,0.5,0,0.125,0.011,97.7211532,97.20506954,86.2142601,27.67544524,27.67532911,27.28400534,1.079200966,1.081500195,1.064814157
1453,0.12,0.5,0,0.125,0.012,97.57756233,97.01858711,86.2142601,27.66323907,27.66310246,27.27521831,1.078724988,1.081022401,1.064471225
1454,0.12,0.5,0,0.125,0.013,97.43432903,96.83308795,86.2142601,27.65105083,27.65089235,27.26643127,1.078249709,1.080545252,1.064128293
1455,0.12,0.5,0,0.125,0.014,97.2914505,96.64856625,86.2142601,27.63888048,27.63869877,27.25764424,1.077775127,1.08006875,1.063785361
1456,0.12,0.5,0,0.125,0.015,97.1489315,96.46500015,86.2142601,27.62672796,27.62652175,27.2488572,1.077301241,1.079592895,1.063442429
1457,0.12,0.5,0,0.125,0.02,96.44162749,95.56127548,86.2142601,27.56623136,27.56588502,27.20492202,1.074942183,1.077223325,1.061727768
1458,0.12,0.5,0,0.125,0.025,95.74302679,94.68012285,86.2142601,27.50617411,27.50566238,27.16098685,1.072600257,1.074869936,1.060013108
1459,0.12,0.5,0,0.125,0.03,95.05298823,93.82039642,86.2142601,27.4465508,27.44585338,27.11705167,1.070275252,1.072532712,1.058298448
1460,0.12,0.5,0,0.125,0.035,94.37136507,92.98105633,86.2142601,27.38735612,27.38645698,27.07311649,1.067966962,1.070211612,1.056583788
1461,0.12,0.5,0,0.125,0.04,93.69800472,92.16112125,86.2142601,27.32858487,27.32747162,27.02918131,1.065675184,1.067906574,1.054869127
1462,0.12,0.5,0,0.125,0.045,93.03277206,91.35970688,86.2142601,27.27023192,27.26889535,26.98524614,1.063399717,1.065617523,1.053154467
1463,0.12,0.5,0,0.125,0.05,92.3755331,90.57597947,86.2142601,27.21229224,27.21072584,26.94131096,1.061140365,1.063344367,1.051439807
1464,0.12,0.5,0,0.125,0.06,91.08448136,89.05855942,86.2142601,27.09763295,27.09559637,26.8534406,1.056669239,1.058845322,1.048010487
1465,0.12,0.5,0,0.125,0.07,89.82380676,87.60330915,86.2142601,26.98456838,26.98205957,26.76557025,1.052260298,1.054408516,1.044581166
1466,0.12,0.5,0,0.125,0.08,88.59250653,86.20537949,86.2142601,26.87306119,26.87008905,26.67769989,1.047912088,1.050032917,1.041151846
1467,0.12,0.5,0,0.125,0.09,87.38963414,84.86051083,86.2142601,26.76307526,26.75965664,26.58982954,1.043623198,1.045717425,1.037722525
1468,0.12,0.5,0,0.125,0.1,86.2142601,83.56491756,86.2142601,26.65457565,26.65073295,26.50195918,1.039392268,1.04146089,1.034293205
1469,0.12,0.5,0,0.125,0.11,85.0655117,82.31524467,86.2142601,26.54752852,26.54328802,26.41408883,1.035217977,1.037262143,1.030863884
1470,0.12,0.5,0,0.125,0.12,83.94254303,81.10848904,86.2142601,26.44190113,26.4372916,26.32621847,1.031099048,1.033120001,1.027434564
1471,0.12,0.5,0,0.2,0,99.32467604,99.32467604,79.69276452,27.81090916,27.81090916,27.38066273,1.084483367,1.086798411,1.068586409
1472,0.12,0.5,0,0.2,0.001,99.08866692,98.88669229,79.69276452,27.79106785,27.79105051,27.36660348,1.083709657,1.086022372,1.068037718
1473,0.12,0.5,0,0.2,0.002,98.85361004,98.45729065,79.69276452,27.77127363,27.77120653,27.35254422,1.082937784,1.085246906,1.067489027
1474,0.12,0.5,0,0.2,0.003,98.61949921,98.03604126,79.69276452,27.75152634,27.75138015,27.33848496,1.08216774,1.084472128,1.066940335
1475,0.12,0.5,0,0.2,0.004,98.38632584,97.62254143,79.69276452,27.73182577,27.73157397,27.32442571,1.081399519,1.08369814,1.066391644
1476,0.12,0.5,0,0.2,0.005,98.15408993,97.21643829,79.69276452,27.71217175,27.71179034,27.31036645,1.080633112,1.082925032,1.065842953
1477,0.12,0.5,0,0.2,0.006,97.92278671,96.81739593,79.69276452,27.69256407,27.69203134,27.29630719,1.079868513,1.082152888,1.065294262
1478,0.12,0.5,0,0.2,0.007,97.69240671,96.42510176,79.69276452,27.67300257,27.67229885,27.28224793,1.079105714,1.081381779,1.06474557
1479,0.12,0.5,0,0.2,0.008,97.4629488,96.03926849,79.69276452,27.65348705,27.65259456,27.26818868,1.078344709,1.080611772,1.064196879
1480,0.12,0.5,0,0.2,0.009,97.23440456,95.65963745,79.69276452,27.63401733,27.63292,27.25412942,1.077585489,1.079842927,1.063648188
1481,0.12,0.5,0,0.2,0.01,97.00676721,95.28594974,79.69276452,27.61459323,27.61327651,27.24007016,1.076828048,1.079075296,1.063099497
1482,0.12,0.5,0,0.2,0.011,96.78003597,94.9179821,79.69276452,27.59521456,27.59366536,27.22601091,1.07607238,1.078308928,1.062550805
1483,0.12,0.5,0,0.2,0.012,96.55420732,94.55551529,79.69276452,27.57588115,27.57408764,27.21195165,1.075318475,1.077543868,1.062002114
1484,0.12,0.5,0,0.2,0.013,96.32926941,94.19834137,79.69276452,27.55659282,27.55454435,27.19789239,1.074566329,1.076780153,1.061453423
1485,0.12,0.5,0,0.2,0.014,96.10522038,93.84628296,79.69276452,27.53734939,27.53503643,27.18383314,1.073815933,1.07601782,1.060904731
1486,0.12,0.5,0,0.2,0.015,95.88205904,93.49914545,79.69276452,27.51815067,27.51556467,27.16977388,1.073067282,1.0752569,1.06035604
1487,0.12,0.5,0,0.2,0.02,94.77933882,91.83182538,79.69276452,27.42282178,27.41877196,27.0994776,1.069349942,1.071474421,1.057612584
1488,0.12,0.5,0,0.2,0.025,93.69800186,90.26604272,79.69276452,27.32858487,27.3229682,27.02918131,1.065675184,1.067730589,1.054869127
1489,0.12,0.5,0,0.2,0.03,92.63747883,88.78802466,79.69276452,27.23541884,27.22819368,26.95888503,1.062042184,1.064026978,1.052125671
1490,0.12,0.5,0,0.2,0.035,91.59719847,87.3869133,79.69276452,27.14330316,27.13446964,26.88858874,1.058450144,1.060364417,1.049382215
1491,0.12,0.5,0,0.2,0.04,90.57662439,86.05395889,79.69276452,27.05221787,27.04180463,26.81829246,1.054898283,1.056743241,1.046638758
1492,0.12,0.5,0,0.2,0.045,89.5752275,84.78198147,79.69276452,26.96214352,26.95019861,26.74799618,1.051385843,1.053163449,1.043895302
1493,0.12,0.5,0,0.2,0.05,88.59250641,83.56500246,79.69276452,26.87306119,26.8596457,26.67769989,1.047912088,1.049624811,1.041151846
